,mu_a,mu_d
0,1.4949288837499934,0.5946722534802216
1,1.501401403229206,0.6186836621574205
2,1.4986626511784469,0.528281619152862
3,1.4291520611975848,0.5784770252154848
4,1.435725444398035,0.6710278980528754
5,1.5511968211393066,0.6076113953337023
6,1.5612378613524789,0.7973545158994004
7,1.5635745690430722,0.7320365354166107
8,1.5655621761474379,0.6486913606056307
9,1.4214281352084346,0.4934612608669443
10,1.5493071185617238,0.8625064443943303
11,1.5692386608687496,0.8590974229218953
12,1.418429240604073,0.7271935055279711
13,1.4156660124054852,0.4541654038799023
14,1.3740087614251484,0.5482288708064486
15,1.3948315210432434,0.5730798763270555
16,1.5420309596252366,0.9444527737654274
17,1.4526171117169184,0.8935570779418314
18,1.3745989520979716,0.47082253913073796
19,1.4611121858204144,0.9573459793617667
20,1.593212941631239,0.6773353846648529
21,1.4691769100145098,0.999652531054913
22,1.512335661549077,1.0047939184377639
23,1.3530393628191406,0.5164238751979593
24,1.5315146168367106,0.4657297543116739
25,1.4575128968289461,0.9622841833901778
26,1.5523579133385177,0.46799911203819694
27,1.4177450143402617,0.36683167836144037
28,1.497247349567399,1.0433015106581873
29,1.557561054410167,1.061640042731303
30,1.4465102614849508,0.9481147512295807
31,1.6380399088913324,0.9437485282044299
32,1.6086158405830244,0.9222394008405599
33,1.6067942909472444,0.9444919439057533
34,1.377650384955167,0.7633570471657056
35,1.4658629408265453,1.0324738417712291
36,1.605157435743205,0.5581788812251053
37,1.417620448576101,0.9380327640987018
38,1.3281651090657935,0.5390480835325383
39,1.6181618671828866,0.9894392317991465
40,1.5295187781697803,1.1173446158914346
41,1.6383324175104368,0.7338962961343138
42,1.605845035525935,0.5666296746623088
43,1.3857401153641977,0.8731491851913685
44,1.5515838313242722,0.45016766858814766
45,1.3829226913990371,0.8623735129604492
46,1.4383921245122064,0.9951456653342968
47,1.6452805558098929,0.939247062422862
48,1.4808579663029724,1.1569539230903325
49,1.3248400418410495,0.4169081294397489
50,1.513347053142239,1.166831876688483
51,1.5670779392233696,1.1657205724605522
52,1.6510240960449685,0.8486311046752225
53,1.662500119564073,0.8039090662762493
54,1.6002814137968968,1.1680392322297326
55,1.3082224040841928,0.3655322352031111
56,1.6496388286588226,0.611813649017744
57,1.3081754568348514,0.5282583495201761
58,1.5105520885216275,1.2244841213604145
59,1.6571653963418087,0.7116701406018382
60,1.5417103404991046,1.2029047272549385
61,1.4798858598984361,1.2072551800005658
62,1.3341420770917896,0.3714733641040872
63,1.5185619889353303,1.2028805802928688
64,1.506429697985183,1.2172769962006722
65,1.3222105597632212,0.5317576028927248
66,1.4550095842332258,1.1753575916398487
67,1.5703670669131313,1.236712077630273
68,1.6263499038585376,1.1258484317996373
69,1.6193353963985255,0.5412876022582052
70,1.681573044673032,0.8124291045034331
71,1.2950074453409335,0.4621375218062162
72,1.6732717736285145,0.7535404923246161
73,1.303348726027014,0.3295774264422395
74,1.2929834067642882,0.4361249636302105
75,1.4742575477561026,1.2859099237400673
76,1.3846408263108794,0.24538672197495837
77,1.575579552165728,1.2961105856976007
78,1.5352837888898108,1.3375686093098473
79,1.4444989102258357,1.2771649949630273
80,1.4577584623274553,1.2744982732566583
81,1.3247645286903507,0.254583365814103
82,1.4815041825698736,1.3506375788116791
83,1.297902689056237,0.7016275297585766
84,1.680082925498769,1.0284239340997434
85,1.7034960721668078,0.9319599893528449
86,1.6650482433356593,1.157769347472834
87,1.4835663790397455,1.4333768087622754
88,1.4276444965832007,1.302362683209226
89,1.5516172845606502,1.498116188730764
90,1.3370374619477994,0.9230848826796066
91,1.2783007136621183,0.6908806551146118
92,1.4759167705417768,1.487301117443065
93,1.6176272535755274,1.3561179139797594
94,1.5582231310151704,1.5257340839480131
95,1.6998242403033457,1.1759366346115339
96,1.2761988428864155,0.2754427949083747
97,1.4860149576376793,1.5434884786309147
98,1.467968194809995,1.5179802152139974
99,1.517628535957086,1.576844682674385
