,alpha,mu_a,sigma_a
355,38.31338006306018,9.661668850422235,3.556690396030123
356,28.762080112029036,5.768876664788203,1.4439687261581762
357,17.318732213223463,17.50227401551884,6.321230546160964
358,19.411241892747753,10.50247689388284,2.4206409621295673
359,19.407507500103492,6.895978275490919,1.9182778330407624
360,25.281871219786318,9.547834373658983,3.4300503246506637
361,32.3385244568613,4.879269465990272,1.0864139170565477
362,16.901585326155164,6.001830315413005,1.1593499567501948
363,20.794809618096533,5.970345246891128,1.2355742401407177
364,30.742642965241785,11.746300547015272,3.968927973851217
365,18.163256912878854,5.023376585541406,0.9854710529157994
366,24.502895178915338,8.981161890584195,2.4263695968238306
367,28.184152712750226,7.66718542917939,2.0895175688403174
368,25.45346800008174,7.696953545640252,1.9519491331824768
369,15.50774005051576,8.527826181365883,2.1663313203731605
370,21.407174411494573,6.003550362263888,1.2260838646713317
371,26.827432363693674,11.256169508001868,3.28549451652228
372,22.89168791885771,6.4569683315434725,1.905699858779749
373,21.19656466256218,3.9212623672438225,0.6099817771222072
374,30.523369834612716,6.662830364684344,2.0157782811638083
375,16.024760286758436,7.5844167742335555,1.6673592090793465
376,24.648954645677527,6.75669844979375,1.7708917567407565
377,30.52385824041376,5.732348407284813,1.600647433733159
378,26.946709132243097,6.0604306225593465,1.6013758215550304
379,16.293274249575802,21.83108293527251,5.212830240164247
380,23.541907679793045,7.004992939394421,2.251082399606255
381,25.701918815999026,5.293703865410165,1.1027906288640053
382,19.529785284337407,4.465279078642982,0.7081750430356952
383,31.195383890669653,14.072621664917333,5.118652053388624
384,24.99019759009385,8.063265227791181,2.66543123470051
385,21.823356278668577,7.840015486541724,1.7991537832444213
386,27.66013041733167,3.988159893385796,0.5684462226481143
387,20.021417304281226,6.436053695701135,1.2885220026787323
388,26.92403333223445,9.722258643167065,3.4328316529888854
389,22.482978082925936,3.8204876036973534,0.5227557956252289
390,21.017499009933115,9.484420942980393,2.340511838017282
391,21.216140354081418,10.47503767930708,2.640726419536163
392,20.030696214902193,4.721414851871101,0.7649030339375543
393,30.432413054781602,9.738930486401623,3.0305395304408016
394,24.739039284846026,9.07508596173203,2.4222612751333963
395,28.54121339227958,5.666126416093346,1.5898576843415173
396,26.98674287097584,8.13800925149784,2.2505680188437793
397,24.804710271415086,5.803254211006175,1.582006457755236
398,22.735831467839983,5.318770012424258,1.3337956182312205
399,34.466617752212386,7.9513937910474475,2.5520506750064516
400,27.77643037723776,5.354576137284387,1.1327535534081934
401,26.08960298825619,8.425965471314896,2.387597108041519
402,29.998283295537973,7.462331196544745,2.2171903921495533
403,15.74308011984949,9.651107888832351,2.132945824682375
404,33.069722349368675,7.595128752796549,2.410423550934634
405,29.21826697611925,5.263395869372952,1.2843332153488165
406,18.957379547812067,10.461166103852685,2.3882800322196784
407,27.370780081761364,6.2521822606777615,1.5971429628209712
408,19.626860719052353,7.668588632201319,2.3045617952947017
409,27.121105441761657,6.997255726269138,2.0253309475066983
410,26.671516914151976,5.267360468162664,1.3490017150973526
411,23.435795194506657,5.794588222937903,1.6273995764785303
412,19.43058049037468,6.613305826849133,1.3687703393231734
413,34.41240618530561,12.152422712956122,4.785943064521125
414,22.52538521121886,12.260115931250173,3.2975834588380133
415,22.513099922571588,4.206471613659854,0.6008014400023106
416,18.57599312913316,6.231254512993361,1.1411454339643499
417,21.620614157089605,10.414282654433931,2.5575263682963425
418,27.37230453790698,8.682950556527416,2.5821004001398147
419,23.302809978307746,5.081004069471369,1.2963240549431978
420,29.117221020545923,7.8031511797822946,2.1197671354500542
421,27.098683716095316,5.749178954796566,1.5873605197075698
422,22.433159816447915,4.226163694863092,0.591217282744603
423,19.256323213918822,6.052741566172968,1.6596553798538745
424,22.557668170860683,4.135786401877833,0.5858139090553297
425,21.515141502983163,4.5278283170659135,0.97815314779357
426,16.447395358927757,8.368692782190758,2.5685538363349276
427,25.82736074110676,8.323160731148704,2.245306993183919
428,22.89202855538778,12.581683427378579,4.418345106096062
429,29.30607696855837,5.683554955553427,1.6190576651321473
430,20.309210624712016,5.819925569693282,1.1540301846497563
431,27.225592676150743,8.080937787349507,2.5582749131110245
432,20.504187757268447,5.094407593206921,1.166848954268532
433,29.333835513614446,6.819087865803161,1.8521303369036035
434,33.28197157292636,15.677872784745928,5.341349978417642
435,15.265275365148133,10.961041494867459,2.69386088626
436,19.82766649229431,8.904133365071743,2.018688302577548
437,32.360294428965204,7.910470104041096,2.3306438187844263
438,34.241919682242724,3.334144925719282,0.346213127804186
439,21.258668588081026,8.208656462724958,1.8898652105132008
440,20.129712431283263,10.33413587516644,2.5071673136736536
441,16.69696352582635,8.386679990766648,1.7705828447689298
442,25.52770470418421,4.325562776097093,0.7110368330486659
443,21.245632463859188,8.936659509285764,2.137601071593646
444,31.31239492358921,10.314775475739093,3.347247851915473
445,27.21498822699949,4.530916189313449,0.8247248282026073
446,32.97781408110126,9.350007052912343,3.3747715795509037
447,25.639915832192784,7.042905188547703,1.6952689752733334
448,26.755542465983854,3.584702394903829,0.4128042067635792
